título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;collection
"""Contos encantados da África""";;Celina Bodenmüller, Fabiana Prando;Thiago Consp;Culturas africanas, Contos africanos,  Pertencimento, Ancestralidade;Neste livro você vai se emocionar com o encantamento em forma de histórias. As autoras recontam de maneira delicada e divertida oito contos tradicionais, ou seja, histórias antigas que são passadas de geração em geração. Esses enredos vieram da África do Sul, Libéria, Quênia, Gana, Congo, Botsuana, Nigéria e Libéria, países do continente africano. Porém, contos antigos pertencem não somente a um determinado povo, eles fazem parte da nossa ancestralidade e, por isso, também podemos dizer que nos pertencem.;;Moderna;1ª;2022;Físico;;https://www.moderna.com.br/literatura/livro/contos-encantados-da-africa;pt-BR;;Infantojuvenil;72;;BODENMULLER,Celina, PRANDO, Fabiana. Contos encantados da África. São Paulo: Moderna, 2022.;https://www.moderna.com.br/data/files/C2/35/48/3F/8E810810AEB5610828A808A8/Capa_Contos_encantados_da_Africa_md.jpg;africana
"""Lendas da África""";;Júlio Emílio Braz;;Culturas africanas, Saberes ancestrais, Contos tradicionais;Lendas da África consegue representar muito bem a mistura de aventura com humor e as lições de sabedoria características desse folclore. Braz, um escritor e pesquisador que sempre está em sintonia com os jovens, mostra que a África fica muito mais perto do que podemos imaginar. A sua cultura milenar foi uma das principais bases da sociedade brasileira e continua presente no sangue de cada um de nós. Como diz um provérbio africano, “uma boa árvore é aquela que se lembra da semente que a gerou”. Lendas da África nos leva a uma época mágica em que os animais se confrontavam tanto através de brigas quanto de discussões inteligentes e divertidas;; Bertrand Brasil   ;1ª;2008;Físico;9788528611113.;https://bibliotecapublica.saobernardo.sp.gov.br/cgi-bin/koha/opac-detail.pl?biblionumber=83598;pt-BR;;Juvenil;80;;BRAZ, Júlio Emilio. Lendas da África. Bertrand Brasil, 2008.;https://images-na.ssl-images-amazon.com/images/P/8528611116.01.MZZZZZZZ.jpg;africana
""" O beijo da palavrinha""";;Mia Couto;;Literatura moçambicana, Mar, Esperança, União familiar;Conto infanto-juvenil de Mia Couto, um dos grandes nomes da literatura moçambicana, ilustrado por Malangatana, renomado artista plástico do mesmo país.Este livro conta a história de Maria Poeirinha, menina pobre do interior, que nunca vira o mar. Muito doente, recebe o carinho da família e, principalmente do irmão que, de uma forma emocionante, apresenta o mar a Poeirinha;Coleção Mama África;Língua  geral ;1ª;2006;Físico;9788560160068;https://bibliotecapublica.saobernardo.sp.gov.br/cgi-bin/koha/opac-detail.pl?biblionumber=50323&query_desc=su%2Cwrdl%3A%20%C3%81frica%20literatura%20infantojuvenil;pt-BR;;Infantojuvenil;31;;COUTO,Mia.O beijo da poerinha. São Paulo: Língua  Geral, 2006.;https://m.media-amazon.com/images/I/81FVgJRQ0yL._SL1500_.jpg;africana
"""Sikulume e outros contos africanos""";;Júlio Emílio Braz;Luciana Justiniani;Culturas africanas, Contos africanos, Ancestralidade;"Neste livro Júlio Emílio Braz reconta sete histórias africanas repletas de poesia coragem amor superação e até mesmo terror.
No primeiro conto descobrimos como a água fez a lua e o sol morarem no céu, no segundo vemos que uma lebre atrapalhada alterou o destino dos homens, no terceiro sabemos o que aconteceu com a neta desobediente do chefe da tribo Ntonjane, no quarto temos a história que dá título ao livro o filho rejeitado que depois de grandes conquistas se torna o herói de sua tribo, no quinto conto duas crianças que vivem com o avô decidem que querem conhecer os pais mesmo sabendo que sua mãe é canibal, o sexto conto nos apresenta a história de uma mulher que não é amada pelo marido porque não tem filhos até que magicamente ela se torna mãe e muda a sua história, por fim temos a história de uma mãe que enfrentou um terrível monstro para salvar seus filhos e assim acabou por salvar muitas outras pessoas que unidas formaram uma das maiores nações do mundo.
As ilustrações de Luciana Justiniani são as primeiras que ela criou para um livro infantil e foram feitas em Moçambique onde ela mora.";;Pallas;1ª;2005;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/190038?guid=1703516342912&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703516342912%26quantidadePaginas%3d5%26codigoRegistro%3d190038%23190038&i=104;pt-BR;;Infantojuvenil;61;;BRAZ, Júlio Emilio. Sikulume e outros contos africanos. Rio de Janeiro: Pallas, 2005.;https://m.media-amazon.com/images/I/510DRfO+3oL._SL1000_.jpg;africana
"""Grande assim""";;  Mhlobo Jadezweni    ; Hannah Morris;Culturas africanas, Língua Isixhosa, África do Sul,Tradição oral;Esta breve e lírica narrativa sobre o desejo de crescer e ser grande em todos os sentidos foi escrita em isiXhosa e publicada primeiramente em versão bilíngue na África do Sul, berço da história e de seu autor. IsiXhosa é uma das inúmeras línguas africanas ameaçadas de extinção, e Mhlobo - professor universitário e estudioso de línguas africanas - é um dos seus mais ferrenhos guardiões.O áudio com a história na voz do autor e em sua língua original pode ser conferido no site da Peirópolis. ;Selecionado pela FNLIJ para o Acervo Básico 2011 na Categoria Tradução/Adaptação Criança Produção 2010. :: Selecionado para o Programa Minha Biblioteca 2011.;Peirópoles;1ª;2010;Físico;9788575961780;https://www.editorapeiropolis.com.br/produto/grande-assim/;pt-BR;;Infantojuvenil;36;;JADEZWENI, Jadezweni. Grande assim. São Paulo: Melhoramentos, 2010.;https://www.editorapeiropolis.com.br/wp-content/uploads/2018/03/978-85-7596-178-0-scaled.jpg;africana
"""Nzuá e a cabeça""";;Toni Brandão;Eduardo Engel;Continente africano, Angola, contos africanos e afro-brasileiros;Nzuá era um jovem diferente dos outros da sua tribo. Desengonçado e meio atrapalhado, ele gostava de puxar conversa, mas não lhe davam atenção nem o ouviam. Num dia ele saiu andando pelo mato e encontrou uma caveira. Uma caveira que falava! Esta história de suspense da coleção Afro-Brasileira é uma das mais famosas da região de Angola, de onde vieram para o Brasil, trazidos como escravos, os povos que falavam o banto.;Coleção Afro-Brasileira;Melhoramentos;1ª;2010;Físico;9788506057865;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/267787?guid=1703554379283&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703554379283%26quantidadePaginas%3d1%26codigoRegistro%3d267787%23267787&i=1;pt-BR;;Infantojuvenil;não consta;;BRANDÃO, Toni. Nzuá e a cabeça. São Paulo: Melhoramentos, 2010.;https://acervo.bn.gov.br/sophia_web/capa/capa/267787;africana
"""Moçambique""";;Júlio Emílio Braz;Cárcamo;Culturas africanas, Contos moçambicanos, Países lusófonos;Desde criança sou apaixonado pelo saber, conhecer, descobrir. Tenho uma necessidade quase orgânica de conhecer e saber sobre tudo e qualquer coisa. Moçambique fez parte durante muito tempo de um de meus maiores interesses: a África como um todo e a África que fala português, em particular. Natural olhar para os países africanos que partilham conosco o português e todo o Oceano Atlântico: Angola, Cabo Verde, entre outros. Mas, e Moçambique? Esse grande país fica do outro lado do continente africano e talvez isso explique o fascínio que sempre despertou em  mim. Esse livro de contos e lendas é apenas o começo de sua descoberta. Espero que vocês gostem de lê-lo tanto quanto eu gostei de escrevê-lo. Júlio Emilio Braz;"FNLIJ Acervo básico,2010- Categoria reconto
FNLIJ Catálogo de Bologna,2012 ";Moderna;1ª;2011;Físico;;https://www.moderna.com.br/literatura/livro/mocambique;pt-BR;;Juvenil;144;;BRAZ, Júlio Emílio. Moçambique. São Paulo: Moderna, 2011.;https://www.moderna.com.br/data/files/70/65/0D/23/933373105326127328A8A8A8/capamocambiquem.jpg;africana
"""Por que os mosquitos zunem no ouvido da gente?""";; Verna Aardema ;Leo, Diane Dilon,Tradução Gian Calvi;Culturas africanas, África ocidental, Fábulas, contos tradicionais;Certa manhã um mosquito viu um iguana bebendo água no poço. O mosquito disse: “Iguana, você não vai acreditar no que eu vi ontem. … Vi um fazendeiro colhendo inhames que eram quase do meu tamanho…” “Preferia ser surdo a ouvir tal absurdo!” Ele então enfiou dois gravetos nos ouvidos e foi embora… A iguana, sem poder ouvir, não respondeu ao bom-dia da cobra, a cobra com medo do réptil escondeu-se na toca do coelho, o coelho quando viu a cobra fugiu e assustou o corvo que… Este conto da África Ocidental, recontado por Verna Aardema e com ilustrações magníficas, além de trazer um pouco da cultura africana também ira responder à pergunta do título. Em uma história repleta de sons e movimento, um mosquito conta uma mentira, alvoroçando os animais e trazendo tristeza à coruja, responsável em acordar o sol todos os dias.;Coleção crianças criativas;Global;3ª;2005;Físico;9788526010307;https://grupoeditorialglobal.com.br/catalogos/livro/?id=2679;pt-BR;;Infantojuvenil;36;;AARDEMA,Verna. Por que os mosquitos zunem no ouvido da gente. São Paulo: Global, 2005.;https://grupoeditorialglobal.com.br/capas/400/2679.jpg;africana
""" Cinco Fábulas da África """;;Júlio Emílio Braz;;Tradições africanas, Fábulas, Ensinamentos;A avó conta aos seus netos cinco fábulas inspiradas em personagens tradicionais africanos. Cada história traz um ensinamento.;;Leya didatico;1ª;2012;Físico;;https://www.martinsfontespaulista.com.br/cinco-fabulas-da-africa-707741/p;pt-BR;;Infantojuvenil;56;;BRAZ, Júlio Emílio. Cinco fabúlas da África: Leya, 2012.;https://martinsfontespaulista.vteximg.com.br/arquivos/ids/192129-1000-1000/707741_ampliada.jpg?v=637261433643300000;africana
""" O filho do caçador e outras histórias-dilema da África""";;Andi Rubinstein, Madalena Monteiro;Andrea Ebert;Continente africano, Cultura africana, histórias-dilema;Certo dia, a linda filha do chefe de um povoado desapareceu. Como recompensa, quem a encontrasse ganharia sua mão em casamento. No entanto, cinco homens, cada um com sua habilidade, ajudam no resgate da moça. Com qual deles ela deveria se casar? Tradicionais da cultura africana, as histórias-dilema são narrativas que propõem uma pergunta para a qual podem haver várias respostas baseadas em diferentes pontos de vista. Neste livro, as autoras selecionaram 15 contos em que uma difícil decisão ou escolha precisa ser tomada. O que você faria em cada uma delas?;;Pand Book;1ª;2014;Físico;9788578883331;https://www.pandabooks.com.br/infantil/cultura-popular/o-filho-do-cacador;pt-BR;;Infantojuvenil;72;;RUBINSTEIN, Andi, MONTEIRO, Madalena. O filho do caçador e outras histórias- dilema da África.São Paulo: Pand Book, 2014.;https://images.tcdn.com.br/img/img_prod/783226/o_filho_do_cacador_491_1_20200630201850.png;africana
""" A cabra mágica""";;Meshack Asare;Meshack Asare,Tradução de Cláudia Ribeiro Mesquita;Tradição oral, África, fábulas de animais;Neste livro, Meshack Asare reconta uma história a partir da tradição oral da África Ocidental. Para a Cabra e a Ovelha, não há o que temer viajando no reino dos animais, onde todos são hospitaleiros e solidários, como elas. Ao conhecerem a Onça, no entanto, logo descobrirão que também há más intenções e falsidade no mundo em que vivem. Se essa é uma história sobre a perda da inocência, é também um estímulo para refletir sobre a amizade e a solidariedade universal.;Série: Barco a vapor;SM;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/181159?guid=1703775161871&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703775161871%26quantidadePaginas%3d1%26codigoRegistro%3d181159%23181159&i=1;pt-BR;;Infantojuvenil;47;;ASARE,Meshack. A Cabra Mágica. São Paulo: Edições SM, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/181159;africana
""" A África, meu pequeno Chaka""";;Marie Sellier;Marion Lesage , tradução de Rosa Freire D'Aguiar; Árvore baobá, contos africanos, Contadores de histórias;Vovô Dembo é um africano muito alto e muito sábio. Para o pequeno Chaka, ele tem o tamanho do baobá - árvore que alcança vinte metros de altura - e a sabedoria dos marabus - sacerdotes venerados pela religião muçulmana. É vovô Dembo quem conta ao neto Chaka a história da África, da sua África: a infância numa família de catorze irmãos, o pastoreio das cabras, as pescarias no rio barrento, as festas, as comidas, as plantações de amendoim e batata-doce. Com pinceladas sensíveis, um verbo saboroso e poético, vovô Dembo fala dos espíritos que se escondem na selva entre os macacos e os elefantes, narra a chegada da chuva, quando os pingos enormes batem na terra esturricada e a tempestade é um bálsamo que revigora a vida. Chaka logo percebe que vovô Dembo, com sua imaginação entre o plausível e o mágico, faz um retrato em que se sobrepõem duas histórias, a dele mesmo e a do continente mais antigo do planeta. A África, meu pequeno Chaka.... reata com a tradição africana do contador de histórias, figuras centrais de um mundo em que a memória pessoal é fundida com a coletiva, e transmitida de boca em boca.;;Companhia das Letrinhas;1ª;2006;Físico;857406324X;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/188467?guid=1703776052284&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703776052284%26quantidadePaginas%3d1%26codigoRegistro%3d188467%23188467&i=1;pt-BR;;Infantojuvenil;41;;SELLIER,Marie. A África, meu pequeno chaka. São Paulo: Companhia das Letrinhas, 2006.;https://acervo.bn.gov.br/sophia_web/capa/capa/188467;africana
"""Cartas entre Marias: uma viagem a Guiné Bissau""";;Virginia Maria Yunes;;Fotografias, Guiné-Bissau, Cartas, Diáspora;"Cartas entre Marias: uma viagem à Guiné-Bissau"" é um livro de cartas e fotografias para o público infantojuvenil. Nas cartas trocadas entre duas amigas Marias, uma no Brasil e outra no  país africano,  Guine-Bissau. Uma riqueza de imagens e de conhecimento que Virginia conseguiu reunir durante o tempo que lá morou e pelo fato de o país ter, assim como o Brasil, o português como idioma oficial.Atraves do olhar da câmara fotográfica da autora, podemos sentir o pulsar dos corações brasileiros e guineenses, que vai alem de povos, crenças, raças e religiões.";;Cuca Fresca;1ª;2018;Físico;9788587140586;https://www.editoracucafresca.com.br/product-page/cartas-entre-marias;pt-BR;;Infantojuvenil;40;;YUNES,Virginia Maria. Cartas entre Marias: uma viagem a Guiné Bissau. Santa Catarina: Cuca Fresca, 2018.;https://static.wixstatic.com/media/6c5501_764161f325d94371904aca5c4b59be09~mv2.jpg/v1/fill/w_580,h_420,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/6c5501_764161f325d94371904aca5c4b59be09~mv2.jpg;africana
"""A Amizade Eterna. E Outras Vozes da África""";;Ilan Brenman;Catarina Bessell;Ancestralidade, Escravidão, Culturas africanas;Cada conto deste livro tem no seu DNA a sabedoria, o humor, a perspicácia e a celebração da vida, deixando um legado de inestimável valor para os homens do futuro.;Série: Joias do Passado;Moderna;1ª;2016;Físico;;https://www.moderna.com.br/autoresexclusivos/ilan-brenman/biblioteca/a-amizade-eterna.htm;pt-BR;;Juvenil;110;;BRENMAN, Ilan. A amizade eterna. E outras vozes da África. São Paulo: Moderna, 2016.;https://www.moderna.com.br/data/files/E5/D1/F3/A0/0AE965103609D96528A808A8/aamizadeeterna_md.jpg;africana
